	target_text	input_text	prefix
4442	can you boot with usb on your laptop	okay. so here's what I have: amd64 linux laptop, macbook that's not booting & has a busted cd drive, 1gig flash drive. anybody know if I can get ubuntu on the macbook this way? 	CHAT
4443	you might need to use ndiswrapper	hello I have a Dell 5150 with mini-PCI b/g wireless built-in....how do I get it to work in Ubuntu? 	CHAT
4444	have you tried /etc/hdparm.conf ?	hi everyone, I want my hdparm settings to be loaded everytime with the system. Where do I save them in ubuntu? 	CHAT
4445	never seen that, but you might be able to change your resolution to make it fill up	i have a problem with ubuntu 8.04 when i try to run the live cd in my ibook g3 dual usb this is a pic of my problem : http://i60.photobucket.com/albums/h34/dum1_2006/20-02-09_1337.jpg wow, that's interesting 	CHAT
4446	can you search for it in synaptic?	Does anyone know if the ATI graphics drivers can be installed on the 64bit Ubuntu distro? 	CHAT
4447	can you dump to a terminal?  ctrl+alt+f1?  then install the nvidia driver	hi I tried to install Ubuntu 7.04, but I have heavy graphic errors, I can not identify anything on the monitor. So I installed in text-mode, which worked, but after loading the GUI I got the same errors. I habe a Geforce6600GT. Does anyone know of this issue and what I can do about it? 	CHAT
4448	can you turn off the caps please ?	HI I AM FROM VENEZUELA IS SOME THERE 	CHAT
4449	you might say it is 'most popular'	apt-get the best package management system for debian ? 	CHAT
4450	well there is the ubuntu one music store, if you're just looking for music; you might be able to run itunes with wine, if you need to	does anyone know how to open itunes store in ubuntu without using itunes(of course)? 	CHAT
4451	you can boot but ubuntu doesn't mount the disk?  What have you tried?	is there a link for a binginner that i can review? for a very beginner i mean!!! Hi, i have to hards on my computer and whrn i was installing linux i disconnected the second one cuz i have some important data on it, now that i reconnect it again it won't recognize it, what should i do? 	CHAT
4452	have you tried the recovery mode ?	does anyone have an idea no 	CHAT
4453	can you see any obvious issue with my suggestion, if we assume that the tmpfs is only used for building/creating chroots for builds?	32GB? Sounds like a dual socket system ... 	CHAT
4454	have you tried using your regular password?	excuse me, i have installed webmin, but here i need my root password to get login into it, any idea how ? 	CHAT
4455	can you tell me which is better bud select or budweiser?	fd0? the floppy drive is boffo? 	CHAT
4456	could you quantify a bit more?	hi so whats the latest with ubuntu? 	CHAT
4457	can you be more specific about errors your seeing?	hi anyone else having usb troubles with a current hoary install? hi! no. 	CHAT
4458	What command in the terminal can you use to delete files as root?	If Ostannar1 is around/not idle - thanks for the help. I'm online with Ubuntu now. <3 	CHAT
4459	have you tried using a diff driver	Does anyone has know issue's using Mplayer and Youtube at the sametime and one of them has no sound? I think the driver locks the sound device then, but can this be disabled? Youtube = Flashplayer. 	CHAT
4460	After a succesful install i would like to translate it to a .deb - can you point me to a page on that?	Hm - I don't see any binaries in /usr/games/bin the game i would like to build install will use that directory. what will it need there? 	CHAT
4461	can you contact a windows machine with smbclient -L machinename ?	did you have a look in your logs ? 	CHAT
4462	have you tried GTKpod?	hello everyone, does anyone know of a good program for managing ipod touch? In addition i can't mount the drive-any sugestions? 	CHAT
4463	you might want to try #winehq (if you don't get an answer here)	 has anyone installed ms office 2010 on Ubuntu ? 	CHAT
4464	try running 'lsb_release -a' you might already have it ;)	Just got the email about 10.04.1 available.  Was wondering if there is a way to to an upgrade / update to 10.04.1 	CHAT
4465	did you try #ubuntu-es ?	someone from chile? from chile or living in chile? 	CHAT
4466	i used to use mozilla thunderbird can you get it here?	whats a good email client? 	CHAT
4467	how can you figure out which ones are officials in this channel?	http://www.nomorepasting.com/paste.php?pasteID=73201 	CHAT
4468	did you try reinstalling the giftd package?	rebooted mt pc... still gave me segfault... and the program doesnt launch, pls help? what app is segfaulting? 	CHAT
4469	are you dual booting?  if so, you might need to enable the card from windows.  There is a walkthrough for connecting to the Internet in the help files that come installed with ubuntu	i'm having a problem with my wireless card (atheros) in ubuntu 10.04 netbook edition ('No network devices available'). does anyone have suggestions? is your card enabled? 	CHAT
4470	can you tell how to install cpkg files?	hi guys 	CHAT
4471	I can't find your question in my backlog, can you repeat it?	help i need help to get my usb support working in ubuntu anyone have any suggestions? it doesn't load on startup 	CHAT
4472	can you directly dd ubuntu iso without changing it?	just use dd 	CHAT
4473	I've been giving Ubuntu to all my friends and family in my linux evangelism quest :)  but one has a problem that I haven't been able to figure out...can you help?	hello Ubuntu team 	CHAT
4474	how can you run .pl files? anyone know?	hi how do i run a .pl file? 	CHAT
4475	can you just power off?	uhh...i have a quick q - i'm trying to exit the live cd and i tried to log off, and it just logged me back in 	CHAT
4476	you can't execute an rpm file, but you might be able to install it using 'alien'	hey does anyone know how to make the java rpm executable so i can install it? 	CHAT
4477	you might want to edit out utf8 from the locales.alias in /etc/X11/gdm	how can i get scandinavic characters to work in ubuntu ? select language profile in gdm 	CHAT
4478	you might check in /etc/init.d for a boot.local or something	anyone know how i can modify the startup software in ubuntu? huh? 	CHAT
4479	have you tried booting without the silent flag?	Ubuntu 7.10 Upgrade fails: Final step in the sequence Reboot brings me to the Ubuntu Splash screen with a loading bar. This bar never moves. I can get to initramfs but I don't know what to do from there 	CHAT
4480	you might want to submit a bug report	I'm running a very up to date hoary, no gnome-panel-screenshot capplet here either, pressing the printscreen key gives an error popup that the executeable file is missing 	CHAT
4481	solow_ have you tried the alternate installer?	is there any drawback to encrypting my home directory? 	CHAT
4482	how can you be sure?	hi. Do you know if ubuntu well works with a Zotac GeForce 9300-ITX-I-E? Ya It Dose. 	CHAT
4483	how can you get linux to show other hard drives you have on computer	hello 	CHAT
4484	this is afamily channel can you watch your language	mmounting smb shares need help is there any channels were people are not pussys 	CHAT
4485	 can you plz tell me how can i play .RMVB extention videos on ubuntu 8.04 x64	 can you plz tell me how can i play .RMVB extention videos on ubuntu 8.04 x64 	CHAT
4486	Not for Ubuntu's sake, but if you exchange a lot of files with Windows users, you might find one convenient as to not become a virus passer.	This might sound dumb, but do u need an anti virus program for ubuntu? 	CHAT
4487	I think it's kind of a case of, 'try it if you'd like, but you might break it'	I also have another question, concerning compatibility with debian/sarge binaries and ubuntu... can I safely add sarge contrib main etc.. to synaptic repositories? Imanewbie: no sarge on ububtu? 	CHAT
4488	have you tried the disk utility?	hello gus i have problems , my ubuntu  can't mount any cd, pendrive or memorys, can't mount auto any can help me to solve this problem for mount auto again 	CHAT
4489	yup, sorry i can't help... can you maybe file a bug on it?	anyone had problems with retrieving pop mail with evolution? hoary or warty? 	CHAT
4490	stjohnmedtano have you tried a vanilla bashrc?	i always use the livecd to restore my grub when i fubar it 	CHAT
4491	have you tried umounting with the -l flag?	Why is ubuntu so buggy? Hotplugging a simple external HDD doesn't work - I can't unmount it after mounting it. Then the icons stay on my desktop even when it was unplugged. Even root cannot unmount! WTF? 	CHAT
4492	- have you tried ssh?	hello folks...what's the best remote terminal app for ubuntu to ubuntu...ultravnc ? 	CHAT
4493	can you create flash websites on linux ?	hello to all 	CHAT
4494	chances are the windows works, the broadcom is iffy, you might get lucky	hey guys i want to dual boot windows xp pro and kubuntu on my laptop with 120gb. i want to have some sort of shared area where both os's can share data. i also want the snazziest (coolest) looking boot menu. ideas? ext3 seems to be the best for bost oses 	CHAT
4495	can you burn a video dvd from there?	for video editing there is kino or Lives 	CHAT
4496	you might need to prepend that with sudo	how do i add higher resolution after dist-upgrate? dpkg-reconfigure xserver-xfree86 (although it might be xserver-xorg now ??) 	CHAT
4497	you might need to use sudo as you mounted it root in ubuntu guide iirc.	but system says ln: `/home/ernesto/Desktop/windows_drive/windows': cannot overwrite directory 	CHAT
4498	have you tried googling?	So I've finally got to the directory, how do I run the file makefile.am? I do. 	CHAT
4499	you might confuse him	Alghough it's ugly :) 	CHAT
4500	you might look a the wiki, http://www.ubuntulinux.org/wiki/LowEndSystemSupport tells about using xfce4 instead of gnome, probably good advice there for your fluxbox wish too.	tck:there's no option under any of the tabs for listing or choosing window managers. tck:I've logged in and out several times since installing fluxbox with Synaptic... 	CHAT
4501	you might aswell use sudo -s?	sudo su works 	CHAT
4502	But that may not be seamless, so you might be better off reinstalling.. which is easier if you have /home on it's own partition btw.	Hi Folks!  I'm running 5.04, everything is going well.  I'd like to upgrade to 5.10 without re-installing as I've got everything set-up well on my Ubuntu computers.  Is there a link or help site someone could please direct me to to show mw how to upgrade to the new distro in October without formatting my HD?  Thanks for your replies. It's easy.. when breezy is released, do sudo apt-get update; sudo apt-get dist-upgrade 	CHAT
4503	did you try 'apt-get install gaim*'	can i found it, by terminal??? or just on that website?? 	CHAT
4504	afaik i don't know if you can resize your other OS install, can you guys?	hey everybody - I'm super new to linux, and I'm just looking for a little starter help - I just downloaded the Ubuntu ISO, and I thought, if I booted with the cd, that I could start it up without affecting my current OS... but I tried it and it just seems as though it's trying to format/install... or am I just losing it? aahh, thats what I thought I downloaded... my bad 	CHAT
4505	you might get faster replies on the mailing list	yes indeed ^^^ 	CHAT
4506	can you turn it off please? And the colour thing as well, if you haven't yet	Clone Detected Nicks ( thoreauputic thoreauputic_ ) Hostmask (*!*@ubuntu/member/thoreauputic)  )= | 24 / 48 and? 	CHAT
4507	did you try mp3s?	music player cant play stream audio? 	CHAT
4508	you might mean the one that zooms the icons	what is the name of the OS X launch bar lookalike and how do I install that? I thought there was a desklet for it 	CHAT
4509	could anyone tell me if there is ubuntu 64 bits for download, if yes could you send me the link? PVT please	alguém poderia me informar se existe ubuntu 64 bits pra baixar, se sim poderia me mandar o link?PVT por favor 	CHAT
4510	can you make it larger, but not smaller?	he maybe means a download manager 	CHAT
4511	you might want to try videolan (which has inbuilt support for all codecs), installing the restricted formats individually or just using the EasyUbuntu script, which will also setup alot of other stuff you may/may not want.	i just installed ubuntu 6.06 and I can't open any divx file...what should I install to play video files ? 	CHAT
4512	i have no idea what you are doing. can you state your problem/question again?	hello? I asked a question! 	CHAT
4513	Marble2: no, can you see the partition in there?	hey guys i need help with audacity, whenever i try to export to an .mp3 file it says that it can't locate libmp3lame.so.... and i try to locate it and can't find it. I went to root also and says it's already installed : \ 	CHAT
4514	you might be in the wrong channel	what is the best method to install slackware w/o CD-ROM? For the source... 	CHAT
4515	have you tried today?	? I don't understarnd why fglrx is so broken in breezy 	CHAT
4516	you might want to try the Dlink 650. I have one of those and it worked ootb	How nicely does Ubuntu play with wireless? depends on the card 	CHAT
4517	I am a little confused by your statment. could you clarify?	hey all.. i just finished installing Ubuntu... as soon as it finished installin: it directly asked me for my login and password... and i type them and i'm still in dos mode.. :S how come there's GUI with the star menu and stuff? 	CHAT
4518	there are some issues I have heard about regarding sound on Kubuntu, you might want to try #kubuntu for more information	Hi, is it posible to ad more packages to the portage, so that it is possible to add packages like mplayer, eclipse etc with apt-get install? and to keep it updatete bei apt-get dist-update yep, see www.ubuntu.com/wiki/RestrictedFormats 	CHAT
4519	if you have never used linux before, you can try kde, you might like it	can someone help explaing to me what kunbuntu is I know its like kde gui but why would I want it? or not want it? kubuntu is ubuntu with a kde interface 	CHAT
4520	you might have a better time at #kubuntu	what package do i need to make qt apps be able to use the plastik/lipstik theme? it works on my desktop computer but on on my laptop it's not in the list in qtconfig 	CHAT
4521	you might want to try blam or liferea	what's a good minimalist rss/atom aggregator 	CHAT
4522	you might want to chat in #rosetta	I'm trying to translate ubuntu to hebrew, and I started with gnome and I wonder if there are things which are different between what in ubuntu and what is in gnome 2.10 	CHAT
4523	do you need firefox to run under wine? can you not run it natively?	katie@Mistress:~/Desktop$ wine Firefox\ Setup\ 1.5.exe...The program must close to allow a previous installation attempt to complete.  Please restart. < how do i make firefox run with wine? 	CHAT
4524	you might get better help at #php or #apache	ok i have apache 1.3 working. now how do i get it to work with php? ok i have apache 1.3 working. now how do i get it to work with php??!!?!?! 	CHAT
4525	you might have better luck at #ubuntu-fr	hi i search to have the name if a log which could give information from my computer thaks to a website 	CHAT
4526	you might want to try #ubuntu-de	HI? Gibts irgendwo verfickte treiber fr radeon mobility 9200? 	CHAT
4527	can you explain the problem?	I need help installing nvidia drivers, the instructions on the FAQ don't seem to match my system.. what sort of help? 	CHAT
4528	I think you might want /boot/grub/menu.lst  ?	i just installed ubuntu, and i'm looking for the grub.conf but can't find it... can someone tell me where it is? 	CHAT
4529	you might want to look at http://ubuntuguide.org	how exaclty can I assocate mp3 files with xmms instead of totem? in nautilus, right click, properties , choose 'open with' i think (from an mp3 file0 	CHAT
4530	you might consider asking in #vbox	I know this is not the right place for it... But could someone help me to get my (Oracle)  VirtualBox to connect to Internet? 	CHAT
4531	bOol(ean):yes can you assist me?? or give me some useful advice (and sorry for my bad english i am german)	hello how to rpm, i want to get ladspa for ppc my only source is http://rpmseek.com/rpm-pl/ladspa-devel.html?hl=de&cx=591:L:0 	CHAT
4532	hey where can you see the system specifications ... ? /proc/ .. ?	hey where can you see the system specifications ... ? /proc/ .. ? 	CHAT
4533	have you tried #apache?	ocate apache | grep conf     might give you a clue? sorry locate apache | grep conf 	CHAT
4534	did you try the steps in https://help.ubuntu.com/community/WifiDocs/WirelessTroubleShootingGuide?	can anyone help me my usb wireless adapter stopped working after alienarena froze and i shutdown https://help.ubuntu.com/community/WifiDocs/WirelessTroubleShootingGuide 	CHAT
4535	could you help me with hardy on a laptop	hi all 	CHAT
4536	you might want to change your nick to nickutu	hmmm that automatic vfat check not only is ugly, but it screwed my partition :P 	CHAT
4537	can you answer a few questions for me? =)	I am swing that is 	CHAT
4538	have you tried 'sudo -s'	hey guys, how do enable the root user?  I need to do something in which sudo won't do the job what do you need to do? 	CHAT
4539	ubuntu 10.10 is very unstable you might need to downgrade to 10.04	my dvd on my ubuntu box clunks when i push b utton to open.  If i use a paperclip and push button it opens with no problem maybe you need a new DVD drive ??? 	CHAT
4540	have you tried dd'ing the live iso to a usb device and try booting that?  Again not all BIOS support booting from a usb device.  Mine doesn't, so I've not tried.	!ubuntu USD drive Much depends on your BIOS being able to boot from a USB device. 	CHAT
4541	to scan you need to use sudo	hi i cannot scan for my cdrom drivers with cdrecord. any idea how to fix this ? 	CHAT
4542	the open source nvidia drivers aren't that bad from what i understand, you might want to try the propietary ones	what brand video card are you using? 	CHAT
4543	totem-xine isn't installed by default, and i think you might have to enable universe, at least, to get it	if you install totem-xine it will use the xine backend with the totem UI 	CHAT
4544	did you try to install sun-java5-jre?	Puce! :) 	CHAT
4545	you might wanna try a firefox kiosk extension	is there a way to run firefox only in full screen???? is there a way to run firefox only in full screen???? pl? 	CHAT
4546	have you try gdesklets?	Anyone know why there's no gkrellm package for amd64 in ubuntu? 64bit issues with gkrellm, slipped through the cracks, loathing of all the flashing lights..? 	CHAT
4547	can you join #ubuntu-helpdesk?	I'm thinking I might be beter of to run 8.10 for a couple of weeks There really needs to be 9.04 channel 	CHAT
4548	regarding your backup needs, you might want to take a look here: http://colas.nahaboo.net/software/rsync-incr/	it might not like them it might have a minimum size requirement or something 	CHAT
4549	can you sugget me a guide? thank you.	hi all. I've a Win2008R2 Server, 5 users can access via RemoteDesktop simultaneously. is it possible in linux to ? thank you. sure 	CHAT
4550	you might want to find an editor you like before you start kernel hacking	hi all sup i have been reading about hack the kernel to make it better and to fix bugs it said to use emacs it that a good program to use 	CHAT
4551	 can you install them from the CLI? tht'd eliminate the frontend as your issue	i am facing a problem with Ubuntu 12.04. any packages that i try to install result in failure. the message i see is all with respect to locale stuff. how do i resolve these errors can some one help me out ? can some one help me out ? 	CHAT
4552	While I'm chatting with someone like you, can you tell me if your version of Nautilus can properly handle remote SFTP/SSH directories through GNOME-VFS?	Not crazy at all.  I fully understand. :) 	CHAT
4553	you might find #nvidia useful, too.	Anyone have a dual monitor setup here? Use it with ubuntu? 	CHAT
4554	did you try ubuntu forums?	got breezy, thought try linux instead of windoze, breezy has problems with audigy4 and radeon9550.  Can these probles be overcome? or is it back to windows for me :/ 	CHAT
4555	did you try apt-cache search irssi?	i can't install irssi http://paste.ubuntulinux.nl/689 	CHAT
4556	can you stick to one nick	what's the command line instruction for burning? 	CHAT
4557	 have you tried stopping the process in the System Monitor?	how do i get rid of a not responding app i tried kill 	CHAT
4558	I can't see anything wrong with it.. can you describe what you mean by 'works bad' ? are there any error messages?	since i modified my fstab the mount works bad.  Please have a look  http://paste.ubuntu.com/476848/ 	CHAT
4559	have you tried eject? sounds silly, but maybe	correct is there something on the commandline I can do? 	CHAT
4560	can you put /var/log/Xorg.0.log into a pastebin?	HATES X.ORG, PRECIOUSSSSSSSS and mouse 	CHAT
4561	did you try asking in #ubuntu-devel?	I need translate Ubuntu installer to new language, any can help me? #ubuntu-devel might be a better place to ask, but I'm not sure where the translators hang out. perhaps search the wiki? :) 	CHAT
4562	can you ping the host?	my god?! the release is *this* thursday!? unless any serious bugs show up, yes 	CHAT
4563	if nobody here replies, you might want to try #ubuntu-de for german speakers	Hi, I just installed Ubuntu - and I have a problem with the keyboard - is there anyone who can help with accents + char on the German keyboard? 	CHAT
4564	have you tried beep media player (it uses newer gnome, but perhaps not gnome-vfs, which i think is needed.)  rhythmbox, muine might be programs that handles it better	I'm using XMMS on gnome.  When I address file via the smb protocol (ie smb://box/share/file.mp3) xmms does not know how to resolve the path properly.  Is there a way to give xmms support for that without mounting the files on the filesystem? xmms uses old gtk+ 1.2 libraries. It does not know how to handle smb://   protocols, i think 	CHAT
4565	can you please just tell me what is the package called - my menus are all messed up	sorry for this repeat but can someone please have a look and remind me, what is the gnome printer config (gui) tool called?  It should be on your ubuntu gnome desktop (i think) - i have somehow managed to lose mine :-( have a look under computer-system configuration... 	CHAT
4566	have you tried nvidia's installer?	well, here's my problem: http://www.ubuntuforums.org/showthread.php?t=3908 the big problem appears to be the 'Failed to initialize the NVIDIA kernel module!' message I get when I run startx 	CHAT
4567	did you try 'xrandr -s yourwishedresolution' in terminal?	hey all. im on a netbook and when i try to swap to screens 1-6, the test is off my screen. how can i fix the resolution to be 1024x600 on those terminals? *text 	CHAT
4568	can you please paste the contents of the file /etc/network/interfaces on paste.ubuntulinux.nl	can anyone help with my dhcp prob?:S no 	CHAT
4569	can you pls suggest some good IM softwares for ubuntu	hi friends 	CHAT
4570	have you tried xubuntu?	If I start with a fresh installation, using the live CD as the source, is there a straight forward command/tool to strip all packages out and get to a minimal system, so that I can build it up from that point? 	CHAT
4571	#ubuntu-offtopic is for random chatter, you might like that :)	whats the dissq about ?????? this is a support channel. Here you can ask questions if you need help with Ubuntu 	CHAT
4572	have you tried other sources (ubuntu forom, mailing list, wiki)??	Heyo, I've got a guy's machine, his name is dilkes, and I'm showing him how to setup Ubuntu Hoary. I've got the ISO on a RW CDrom, we booted up.. He's got 3 hard drives, the first has windows 98, the second two are blank, and are 850 megs a piece. Can I use LVM to put the second two together, thereby making one large 1.6 gig hard drive? that is possible 	CHAT
4573	have you tried just deleting all files and dependencies?	i installed chrome from the google website as apposed to apt. How can i uninstall it. 	CHAT
4574	I'm fairly sure thunderbird has the filters, the quesition is, can you export the config from evolution to Tbird, ill check that	hi im running 10.10 and thinking of upgrading to 11.10 but i'm not sure if i can get thunderbird to operate in a similar manner to evolution - i have subfolders in inbox with filters which filter incoming messages and send to appropriate subfolders - can i do this in the latest version of thunderbird that is bundled with 11.10? 	CHAT
4575	can you state/repeat your problem please	can anyone help with my usb boot problem or direct me to another channel? 	CHAT
4576	Have you tried Vida Linux? It would never work for me but you might wanna try it out if you want Gentoo	i tried to install gentoo a couple o times...lets just say i am not using it. im suprised on the speed increase with more disk on raid5 	CHAT
4577	can you boot from the iPod?	i'm trying the powerpc version of ubuntu for the first time, just wondering is it possible to put the iso on an ipod and go from there? 	CHAT
4578	no probs. BTW, can you give some details on the connection? Thinking of buying a PSP for myself...	Hi, yesterday I could connect to my PSP fine and transfer files to and from it, today it's getting mounted as a readonly filesystem, any ideas why this may be? usually filesystems are mounted RO when they have been uncleanly mounted, so try running fsck 	CHAT
4579	can you help me with a quick question?	sudo apt-get =P 	CHAT
4580	and how can you run wine eith no sound?	why wine gives me errors like: 'ALSA lib conf.c:3949:(snd_config_expand) Unknown parameters 0'? 	CHAT
4581	can you put a copy /etc/fstab in pastebin?	hello when i upgrade to 6.10, my Swap has disappered, 'Swap:        0k total,        0k used,        0k free,   218188k cached' 	CHAT
4582	you might want to use something like ESD...	when i try to play something i get 'ALSA device 'default' is already in use by another prpgram' - andi can't get any sound any other way either - what's wrong? oh, no i get 'Internal GStreamer error: negotiation problem.  File a bug.' 	CHAT
4583	you might be right, the proxy probably caches it	iainm, works on IE, though... you probably have an old cache of the CSS around (for it to work in IE)...thats my theory anyways 	CHAT
4584	I'm with linux_mafia on the spatial thing, you might consider setting the preference to browse by default	Cool Then I'll be curious as to how Ubuntu will compete with Windows XP for her... 	CHAT
4585	can you check it	how much does ubuntu take space on HD? 	CHAT
4586	I'm not sure, but you might try soundconverter	crash, look at this: http://ubuntuforums.org/showthread.php?t=202537 does anyone know an easy way to convert ogg to mp3 format WITH id3 tags included? 	CHAT
4587	can you just disable one from the the Plugin management thing?	My firefox has somehow ended up using gnash instead of the adobe flash player. All three (firefox, gnash, flash) are installed from ubuntu packages. How can I fix this? 	CHAT
4588	you might have to get your hands dirty a bit in places, but in principle yes, though the results are not guaranteed	hello :o) I am wondering, since ubuntu is based on debian can I migrate to it just by changing the apt sources ? :o) given I am under debian actually :p 	CHAT
4589	perchance you might want to spesify the mime type in your php script	can someone tell me why when i try to open http://localhost/testphp.php which is supposed to show phpinfo() that it asks me to save to disk? yes 	CHAT
4590	And can you use your windows Nero CD key for NeroLinux ?	Is NeroLinux any good? 	CHAT
4591	have you tried getting the nvidia-glx package?	I tried compiling the nVidia drivers via the included setup. But, it fails. 	CHAT
4592	you might have to install compizconfig-settings-manager first	Trying out compiz, and I have a very, very simple question: Where do you configure it? What is the command for a configuration tool? alt+f2, ccsm 	CHAT
4593	i think you might be meaning 1024x768...	102x768 is quite low... 	CHAT
4594	you caqn add a Debian unstable repository to your /etc/apt/sources.lst file, you might however beak something if you go crasy downloading core stuff	??? i really do not like Gnome 	CHAT
4595	have you tried it?  mine 'Just Works'	my laptop have a built in media reader is there any drivers or packages i need t odownload for it to work? 6 in 1 media reader 	CHAT
4596	Better is a matter of persepective, you might check xmms, or beep-media-player.	is there a better alternative for amarok? pos keeps on crashing is there a better alternative for amarok? it keeps on crashing 	CHAT
4597	hi i am very new to linux (this is my first distro), could you tell me exactly how i might install packages... do i use the synaptic browser?	hello, can someone point me towards a good bit torrent client to use with ubuntu install the 'bittorrent' or 'bittornado' package? 	CHAT
4598	did you try clicking the splash screen?	Hello all. I just installed ubuntu - starts X and brings up the login screen ok but when I log in it loads for a bit then hangs at the 'ubuntu' splash screen. Any ideas? 	CHAT
4599	Ok, one more question people, I can't get php to work.  It keeps asking me if I wanna download the file.  Now I know there is something I need to put in a .conf file, but can you help me	Is anyone able to help me? 	CHAT
4600	you might want to look into modprobe. I'd explain more, but i'm not too knowledgeable with it	anyone have any tips on getting my sound to work i really don't want to have to restart ubuntu to get it back 	CHAT
4601	piratehead: can you help me out in chat?	piratehead: are you there? 	CHAT
4602	 can you help me?	yes 	CHAT
4603	what kind of radio link is it? i hope its ont asx because then you might have problems	where can i go to read up on how to use internet radio on linux /ubuntu 	CHAT
4604	have you tried apt-cache search radio	where can i go to read up on how to use internet radio on linux /ubuntu what kind of radio link is it? i hope its ont asx because then you might have problems 	CHAT
4605	If you've tested everything you might want to use, no problems with wifi, etc.	one other question, if i can successfully run ubuntu from a USB, am i right in assuming that all components are supported and i can safely completely replace the OS that's installed on the laptop with Ubuntu? 	CHAT
4606	in other words, can you dd ubuntu isos to usb sticks and boot from that	hi im wondering if ubunty iso's have been hybridized 	CHAT
4607	could you tell me how to do it :S	guys nothing is working 	CHAT
4608	you might want to try damn small linux on that system	hey guys got a question is it possible for me to rn unbuntu on a p 256 with 60mb ram ok 	CHAT
4609	did you try a Half-Life/CS support channel ?	so still no one knows 	CHAT
4610	you might find one at atp-get.org	hm, is there a repository for mplayer? 	CHAT
4611	you might want to look at apt-proxy	ok 	CHAT
4612	you might be better off asking that in #kubuntu	How do I set up hotkeys in KDE? 	CHAT
4613	have you tried installing nVidia drivers by hand?	yes so, how do i get it to run on xorg? 	CHAT
4614	I'm using another window manager, could you tell me the name?	hi there, which tool I can change my screen resolution? computer -> system configuratio -> screen resolution 	CHAT
4615	if you're a trillian fan, you might as well ask if there's anything as good as trillian for windows	anything as good as trillain for nix? other than gaim 	CHAT
4616	if you're using Ubuntu you might want to get to know the Ubuntu Forums themselves a bit better. I think there's sub-forums in there for most of what you mentioned...	Hello. Im sorry but i need your help. I heard this is a big IT irc community, I thought someone wold be nice enough to help me. I am looking for a big IT forums i can make use of and be active in, which covers many areas of IT sch as programming, networking, and mltemidia design. I havn't found a forum which is big and covers all thse areas. Would someone here point me out to the right direction? ok thanks 	CHAT
4617	(you might want to join #ubuntu-nl)	Anyone know how I can get the dutch language in Gnome with Ubuntu? yes :) 	CHAT
4618	you might want to go to a language-specific channel	hola hay alguien ahi??? 	CHAT
4619	did you try the System>Administration>HardwareDrivers ?	Hello. I have a hp pavillon dv7-2185dx laptop. i bought it a few days ago and want to have linux on it but i have a problem... i have no sound. can anyone help me? 	CHAT
4620	did you try alsamixer ?	Yep, I've had problems in the past.  Guess it's time to buy an Audigy! Mind you, it worked fine under SuSE, Xandros, Fedora Core 2, Redhat 8/9 and Mandrake 	CHAT
4621	#ubuntu is filled with gnome users , you might feel safer in #kubuntu	Hey, gotta dumb question: Can you turn Ubuntu into a better Kubuntu? IE Adding KDE etc? sudo apt-get install kubuntu-desktop 	CHAT
4622	did you try to mount it manually?	trying again; have a dell computer and im trying to mount an sd card, lsscsi gives me this '[2:0:0:3]    disk    TEAC     USB   HS-SD Card 4.00  /dev/sde', and that is the one I want to mount, I put in my sd card but nothing happens, here is my dmesg | tail -n 100 http://pastebin.com/f7eceaebd 	CHAT
4623	well it wasn't supposed to work ;)  was hoping it would fail and give you some output to the terminal to help debug... if it works from gksu then can you close it and try it from the menu again?  does it work there too or is that still broken?	synaptic package manager isnt working, it looks like its gonna load, but right before it displays the packages it dosnt crash it just exits, no warning just... gone try opening a terminal and launching Synaptic from there by typint sudo synaptic... that way you get the error output to the terminal 	CHAT
4624	you might need to be sudo	How do u edit a file whenever i click on them their read only 	CHAT
4625	you're probably missing the loopback network adapter... can you 'ping 127.0.0.1' ?	my gnome seems to be broken my gnome session opens up, hangs (no splash), and then a white box shows up in the top-left corner, and then I get nothing.  any ideas? 	CHAT
4626	lol, ok what can you suggest Nihil	Can anyone suggest a good FTP client to use on ubuntu 	CHAT
4627	can you run autocad via wine?	is there any software which lets me nicely view autocad .dwg files? 	CHAT
4628	sounds like you might have to edit '/etc/X11/xorg.conf'	when I installed nvidia drivers it set my refresh rate to 85hrz I don't get a option to change it to any other hrz anybody know how I can add more I need it to be 60 you don't have different refresh rates under 'resolution' ? 	CHAT
4629	have you tried doing dpkg-reconfigure xserver-xorg?	Question: trying to setup my display with 5.04.  I have a Samsung syncmaster LCD monitor and and INtel i845GL chipset (shared memory).  Can't get the resolution to change from 640x480 at 59 Hz, and my attempts to edit xorgconfig have simply disabled X entirely. 	CHAT
4630	did you try mplayer?	Hi, i have a movie in .img format, how do i play it? 	CHAT
4631	did you try that with -tvfat?	where is it failing? 	CHAT
4632	 can you add your grub config files as an example?	ARGH!  Logging something in bugzilla for it now 	CHAT
4633	But you might want to check the network setup GUIs Ubuntu has.	whats the file in terminal to edit the ifconfig? like i used it one time before to set my static ip but i need to change it /etc/network/interfaces usually 	CHAT
4634	 can you connect to any 'shares' on the windows 7 box?  Try connecting via the machines ip, not hostname also.	For some reason when I'm trying to connect to a printer shared on a Win 7 computer, it won't authenticate my login and I get a tree connect failed error, has anyone had this problem? Google can't solve =/ 	CHAT
4635	kde from universe, what version is it out of interest? have you tried it? it works?	yeah you can install it from universe 	CHAT
